,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13,pc14,pc15
34,7.472613248610895,-35.75548792288219,-40.279023710700166,-47.7159805544664,-69.33291677117921,-132.461905219226,-192.51146458094132,-123.24868400767345,-56.76201526647301,-4.571137921006161,-149.31961242606755,-84.45785385313323,25.61848880590718,11.878071695518207,-75.32473764649866
35,7.664156687306458,-35.68991427278908,-42.86834853037523,-50.90489954233164,-65.28391220252082,-131.27210425583496,-191.4704731352808,-120.61073375995495,-53.961356881096975,-3.826418073733314,-146.6891105996878,-86.11202369994659,23.716079293901743,12.166427154081331,-74.22765396996127
36,8.382399174502403,-31.133934626341233,-32.93402691027682,-40.465178327312124,-55.39549989610241,-109.84051146823558,-162.75706721643084,-102.5249353974731,-47.04194524819683,-4.528071043539934,-121.18296089054748,-70.1588571363684,19.7686720876254,10.554448674361396,-62.85070098122264
37,8.394668308027832,-30.978907332170024,-31.818094066648932,-39.07106179666385,-51.78502348667302,-111.85711478746816,-162.9953141763848,-102.50253949529532,-46.93169420418163,-4.285213349402082,-121.86113296860232,-71.57247303195389,20.082302508865077,10.172986321493696,-61.791792561890105
38,6.558756892328034,-34.64567669530442,-36.073102599136526,-45.06176021311195,-61.74551031126442,-122.36245638112122,-183.51575737629958,-116.02482746429453,-56.08321435739904,-4.761027948598878,-137.7431459110262,-78.48369765028235,23.264560650248058,11.147172807261667,-72.54225042536684
39,6.9586079249894635,-34.120341138516736,-36.68229222627505,-45.413580222444644,-64.26066562554924,-123.31320823456099,-183.35656341684847,-115.62616997082903,-56.43338183702889,-4.959380487512971,-139.35374189581853,-78.66709651977284,24.568710980884923,11.70332198150509,-72.06359808581136
40,8.537329035031577,-33.210017279696814,-38.76595097850243,-48.07283638294211,-60.87749634560845,-117.84011121585992,-174.93114610665256,-111.18838927561721,-53.37883786637304,-5.350727777247468,-134.1613470195227,-73.17267334953634,24.40803005876212,9.889854672215538,-68.19461821846593
41,7.947113057848514,-32.3708017214498,-36.62808529912505,-46.22505150557162,-63.30774507700976,-117.89574607514884,-174.64090711032375,-111.19325716335528,-50.14982355365106,-4.378667537449583,-133.18789589033142,-74.47574239779458,24.368344998928603,9.499348933852634,-68.5534953266437
42,7.0784862850018655,-35.685765819909925,-42.520392941036285,-55.041535357112686,-68.65038132870666,-136.01543116212738,-202.3309451370258,-128.6779142847418,-58.43043473228195,-4.028620397688497,-152.36110804650824,-88.09233272564649,26.009112521419947,11.03259499875196,-81.15294529344213
43,7.59519252158623,-37.02660481051995,-43.061471398902334,-54.214981550062696,-67.7181346475635,-137.71067735742767,-203.12628920098624,-129.4214911841071,-60.00193029166053,-4.554032412468307,-155.50184533383452,-89.05129749514917,27.87995502299646,11.828785157390742,-79.99790109041479
44,5.973620767721311,-40.993371972526056,-51.43928915952306,-61.6187774487393,-77.00612002648464,-148.39121144262202,-219.34568857373907,-140.39970919344336,-67.36490508804742,-4.8537565427619755,-169.9442385172765,-96.66481587150902,29.25238871059089,12.44596420265755,-87.17217871396298
45,5.441887424131549,-39.22465508163147,-45.74927400685356,-56.25766561582446,-77.45850190635197,-153.31437692187274,-221.5938213857416,-141.42507281780627,-65.75605733825553,-6.069273468737432,-170.93681895480051,-96.15325192053669,28.30385284609582,13.247085758539889,-87.72360743717562
46,5.494410903678417,-39.91062429808243,-48.66365198478192,-59.346812706119906,-79.09413151194872,-152.55781726916067,-223.43121837828843,-142.48875148697837,-67.15592214858802,-7.7251984451651925,-170.49827320009712,-94.55876452576521,27.286829384225292,13.616044238186593,-86.52230065020645
47,5.714619835857505,-40.10579096356452,-48.70848939124378,-58.86048879235901,-75.03902800093911,-153.32198768609763,-222.78816568809435,-141.8337351844791,-65.60778548146284,-6.413051044400994,-171.9041323271806,-97.4193711054305,29.20682071117417,12.848557529411588,-87.28611935133615
48,6.309975880509756,-37.019670632926676,-43.69298788977061,-53.21577787948103,-72.74854510506191,-137.6391231027914,-203.01155627040924,-129.7015261891474,-60.03169212043323,-6.0256421692252395,-156.46404240574705,-87.31665511848978,26.918045914261963,13.003784565114621,-81.30414485736848
49,6.515748491905536,-37.519889576449565,-43.634083089876384,-54.13745995093811,-67.88433846322613,-139.8433306247212,-205.54647971188612,-131.14997412377232,-60.06487031625317,-6.2749662876223,-155.2860664722357,-88.39795847187528,24.34045422043912,12.219860342826122,-81.10012718728694
50,5.107438484253416,-37.464893218928026,-40.9498982195475,-49.50523821196013,-72.36470682327375,-141.4382304805046,-207.00620019835375,-130.67495540332223,-61.468798970904515,-7.731435085208574,-154.9348972599555,-89.91508686793425,26.25330450183919,11.262764195724712,-81.11247408623542
51,5.234024240280768,-36.345650692042724,-44.04893279213285,-54.43643513562164,-76.58393262771979,-136.62773622101818,-204.69774253224355,-128.48007724206053,-60.19250812363113,-7.116268674097936,-152.4289106368438,-88.23040840013972,25.482633075799043,11.219685101341053,-82.31748464255774
52,5.054095180458536,-41.14191966448061,-48.287226549149786,-58.23450388179676,-77.3774597386888,-155.54031409727799,-228.2903449212153,-143.92471506324037,-67.7222920065252,-7.1520487467373695,-173.49608241885628,-100.26010963727848,28.475176718053156,13.206577882806682,-90.29872215596687
53,5.273887368245121,-40.68459633873271,-50.967761696650065,-60.696176751969865,-82.86447168471896,-154.04911202005,-226.3969062832662,-142.1077032990351,-68.41019608358776,-6.805286365761285,-175.32421824881902,-100.47259042136484,31.043967571823917,13.738443211557042,-89.95966981789073
54,6.237136495509083,-35.57173529701859,-38.98548031260131,-47.33655912600916,-67.52667293316941,-134.27310959901118,-195.7800581838394,-122.91807835316219,-57.2888782695364,-6.45439841036421,-149.06770669439902,-86.15201081323251,25.60642474872015,11.278898598830501,-76.00500909753609
55,6.677184263090955,-35.55166163027363,-39.08097981507818,-49.34547026648725,-64.75083544275265,-132.2265790462173,-195.1618714731687,-124.69351607106792,-57.46010611311263,-6.049812724039435,-145.60504759125365,-82.93278010592033,22.94601196443556,11.74040065003235,-76.90795218005609
56,6.61140753010763,-37.190137784215246,-44.77335006562934,-55.07471055245796,-69.55868778539929,-139.90148511421955,-204.58005425041625,-130.1768920055441,-59.91775729579141,-5.221812937655951,-156.7166210186138,-89.87875062410448,28.920953412282,12.264871305404592,-82.35370575677838
57,6.452499954439852,-36.63455639165971,-43.593979110969464,-53.06533019846328,-74.3363038414104,-142.06435009381434,-204.88678260800592,-130.77200985757975,-59.35103245380837,-5.265006671115629,-157.50514068585548,-90.49165158860924,29.90690620311807,12.480649753281309,-82.57858471437811
58,4.018848638244275,-40.803120424969705,-49.67079894565464,-59.464506946341245,-85.90732410098354,-162.5635708528738,-234.68054122680996,-150.46628358547076,-71.39542987368004,-6.565277275379254,-181.71918259760508,-102.51891617471983,30.102576240080644,13.839524306589102,-93.94803183526757
59,5.153188404607074,-41.4285330948405,-50.42306724190002,-60.604040407745615,-80.0548927190972,-163.25824370903993,-235.28981808794433,-150.92330764870948,-70.24267426186825,-6.795851399999127,-180.63363605469303,-102.63121084767367,28.72022512757908,13.694620858708431,-94.64512559877369
60,5.362771618583581,-40.6009298187033,-48.530819568047946,-57.39601621104096,-73.3311932763021,-151.2359044551238,-218.89118657386302,-139.19157725616228,-63.76132629002916,-4.0311935257263025,-166.50518865725329,-94.91411223064429,26.99589075595237,13.2861252112765,-85.23864148093367
61,5.420454478944009,-39.80262281409797,-47.19856326537796,-55.02006573737469,-79.57485515108142,-150.67800746992978,-216.8901623019049,-138.12903225082965,-63.496899855006525,-3.9089440058010108,-168.3795436734316,-94.14227292875478,29.880291921410922,14.115687060851618,-85.75184687810413
62,7.04029720874143,-35.942518578446936,-43.62229778826812,-53.25518898219873,-68.43686021844952,-136.13125700428597,-198.4322079511133,-126.02990772382803,-57.50896779083977,-3.1856416895782065,-151.1792756418514,-85.92746149752016,25.272042575873613,13.145344362301906,-77.63309343993512
63,6.87055122329813,-37.63104230117264,-44.94294840535889,-52.92597752136019,-68.52776929394136,-135.53715750091354,-197.4329702437939,-125.70576587684552,-59.23129819786154,-3.2231890445365514,-151.73714310863664,-86.71744532402114,26.123830056869874,12.822447257840974,-75.36148323560253
64,7.187191036529033,-33.99864853050451,-35.47331356592316,-43.933461785370845,-58.84505769112,-125.0970171338842,-182.40375708862751,-116.59615591830165,-55.76633707706606,-3.94734172617653,-138.83709992553574,-75.85198604822223,24.7023717121177,11.376867984488563,-74.08137307560878
65,7.955271017340584,-33.95489512062773,-39.046517984301865,-47.811854192979645,-63.53916800616429,-126.87426336586097,-182.68353907958718,-115.88660383443512,-52.519972791914576,-3.7042366520443277,-139.48971831812818,-79.97484493589702,25.34595577799851,10.483776413473354,-71.22356756753148
66,7.193486052637093,-34.845237147830154,-43.03311573696721,-52.58062244312945,-66.54055850575284,-127.64328094614201,-188.87561974889468,-119.20851926861899,-57.44959719890901,-5.016225314789571,-143.16649609917923,-78.5669836474314,23.600116645460048,10.740468223661447,-73.39612676501824
67,7.0519647525548255,-33.953327508673574,-38.578111132011415,-47.641407363294555,-63.379802938781886,-128.82015808203977,-187.61999893743297,-118.71938851719143,-54.69434291481769,-4.081503526096796,-142.51449568391976,-79.50096031924481,24.314872894949037,9.889804985157678,-74.68944447778688
68,5.728789746743127,-38.79668507733161,-46.0727107425701,-56.26773653227412,-73.1727137043666,-151.87114147727755,-219.71372097588915,-139.33292837643762,-65.80260925302667,-5.050059740894898,-167.82996939677162,-94.46669356786813,28.70797380340847,11.606175363967584,-87.99594778647456
69,5.943813759279182,-38.51577041034406,-49.97724185484858,-60.825729176421106,-75.8333617319241,-152.03493500918754,-219.89278222492706,-138.70205923924766,-63.78035061466221,-3.922523941962709,-168.28347720198514,-97.57705241982391,29.294379518167204,11.38589883190709,-87.03816748380765
70,5.207177744336302,-41.527101201676224,-50.39746262435863,-60.627354537748886,-76.88847414798221,-157.23137589072272,-228.57181061400286,-146.31737950326522,-67.33331051656728,-5.602100119709714,-176.5621134401424,-100.56278930581736,30.075590007299216,12.680894765972642,-89.79140095763614
71,5.2528799216180975,-40.45087743330675,-47.83094180141056,-58.67280744192246,-75.48601732725967,-156.06602691136644,-226.73922414242506,-144.87459133407415,-67.61410922559824,-5.926579296342014,-176.124698425453,-98.47290407955747,30.097583971995107,13.25179354009243,-88.68497376216223
72,3.867934842616495,-44.942802330137866,-50.73733603377466,-59.65348349375814,-78.8487205887978,-168.65834744822115,-242.27249173198388,-156.3709640937894,-69.96643827571393,-6.1876127400180065,-185.0895191689999,-106.78242620840248,28.786385531107108,13.107994641909073,-95.96757259363717
73,4.002854122401219,-46.95125919710685,-56.0642396746581,-64.99279715619925,-84.72338499018441,-165.55247237758078,-244.31763363966712,-157.80381183077276,-73.34641239956242,-7.161546474845248,-187.24848224018106,-105.23591977992888,29.05386729803952,14.45285308847877,-96.60404295974088
74,5.321155147391548,-38.97021674798833,-45.77838747886764,-54.54552739925993,-75.59907375423462,-150.76818763102398,-215.08277214225313,-138.5817482751193,-62.229144676811025,-5.443977913147952,-164.93665777014198,-97.11851888488596,29.134093732820226,12.536013991712537,-83.59289979732668
75,5.189685975013477,-41.09688049313562,-48.25837163641249,-56.04178250610945,-76.42390573874212,-148.13612011237643,-217.58447287436883,-138.90407323265794,-68.65518306809354,-6.584301108585205,-168.34826135354413,-94.60604395245004,29.865436856657826,14.487991320736114,-85.59235811650785
76,5.636428680356835,-39.29995888022233,-47.671162950250555,-56.25955281685628,-73.75352069706702,-140.12165809623818,-207.20339449315165,-132.45778222261046,-62.856071075903444,-5.412853556328949,-159.60858933197073,-90.00141840292466,25.972896536990174,12.877139056774245,-82.17180990595057
77,6.122241739528309,-37.73176795937326,-43.95231800250579,-52.48920934894104,-69.71984766264245,-142.93540805117948,-206.56491961717296,-131.91112851169538,-61.04108360437334,-5.1861399285203245,-160.12863439633784,-90.51189566483663,26.8693379898473,12.745744096866432,-82.8882266176328
78,7.341692264765152,-32.153201761208365,-39.26705600314831,-47.28425687073256,-65.45820854681631,-121.62063202564731,-176.9060830266105,-111.9382609192576,-49.67871105165169,-4.192033739697609,-135.7710589946835,-77.15405970703925,22.202491123643586,12.004959973278302,-68.26563195304682
79,7.31816267786703,-32.39753882029821,-35.35254937187914,-42.093329945518725,-57.041775136232495,-122.43002805178659,-175.33410140714173,-111.23481290185632,-50.46081635852755,-3.927697041141605,-136.91133111321903,-77.13657823175168,23.829558963085024,11.461537628615082,-68.63847172286329
80,6.844105284119817,-35.63096743892311,-40.3516512251983,-50.54690632275706,-64.64053243575755,-136.0588701711139,-198.19129257387527,-123.5052539421471,-58.391077261056594,-6.574333387823449,-148.17498010395633,-82.1829316409521,23.434337698265338,11.13329023428738,-76.46288146828795
81,6.85651310599935,-36.371522853147,-42.072180468738225,-52.75395446304107,-66.58924736471958,-131.53628268984542,-196.75502465693947,-122.7948758033172,-57.17945752078988,-6.185880956154028,-145.55957520429254,-81.00817248640564,22.235813661734856,10.776208188682569,-77.40605745625152
82,6.386415441312167,-34.092638699971815,-43.05177379872842,-51.986864132732364,-74.11111251425547,-133.98449424849764,-195.79748373144832,-121.91484915330493,-56.98758978760889,-5.791236393581174,-149.7636731091009,-84.06282538364484,27.2513040513946,12.406399919434088,-78.62362782844819
83,6.371953567775959,-34.86267196449926,-43.57871134973916,-51.97621962388322,-68.94710404600839,-132.29340023714244,-193.8342957148065,-120.86235300241015,-55.58204764268435,-4.927256818489548,-147.4566954900235,-85.00555517259303,26.763638768872283,11.207649557977428,-78.5600282284206
84,6.148059120272937,-37.51247886176856,-45.425767076442185,-54.66891190674928,-72.1817737679978,-144.9690154612111,-210.83308181171856,-132.2074331923961,-60.1600744434925,-5.709567363513272,-159.6757093760787,-92.9573953973574,26.565633590703023,12.230424966721007,-83.05210706113284
85,5.944586755616595,-39.06372247410139,-46.24663885141229,-54.54594059033053,-72.24859500310919,-142.83770530833647,-211.17604771417942,-131.98715934899462,-63.86722297773178,-6.773170160835396,-163.21250916741914,-93.04350662818035,28.89583976123979,11.181764892490369,-83.48010712204707
86,6.89103317384409,-35.92369395249027,-44.52764701351068,-52.88843531355866,-71.7073014969408,-131.34894687004774,-194.67379755620263,-121.20106483268442,-55.9707608414781,-4.999274048298039,-150.43415655682398,-87.21331708849212,27.474313601255137,10.358104205733927,-76.90559253878767
87,6.5840837286297536,-36.15161091377556,-40.20846168445195,-48.13345012798041,-63.58740904120147,-134.70505662695945,-196.22902652424153,-122.44851038170842,-58.14000958991245,-6.265881718123069,-149.8412024196238,-86.4357314662063,25.410892419918113,9.933799683620114,-74.57061943812828
88,4.920976085765981,-41.01260897869244,-49.038533892710426,-56.10416835990728,-77.20485009108062,-149.6954768907913,-219.6146705305433,-139.18435765148539,-66.2931216786984,-7.041982077948359,-168.9595209438457,-97.97769850738517,28.178742653163958,12.427201875578804,-87.57970199730741
89,5.370154456747324,-40.78222831412456,-52.38677176057739,-60.29328421938662,-82.25161132170405,-149.12236563648077,-220.07362480723074,-138.87283296051774,-66.39880403123544,-6.914652396853976,-170.8039755821907,-98.33398490645318,29.442165365252247,13.22722428060992,-88.5661647263017
90,4.603354055940636,-43.0631452156276,-52.49040608931108,-61.08282210094241,-82.21196053349415,-160.12525853355024,-231.1928441144371,-146.97514114370463,-69.53896103373167,-6.0915847116695945,-177.66467353903104,-103.23815408248349,32.56903589793449,12.923143385620286,-90.70976999243098
91,4.732406101736418,-42.23813126326839,-52.15509987969086,-61.65370616584122,-87.54121841213244,-159.891667387323,-232.468998918207,-147.71359021510813,-67.50693276178042,-5.63320187340675,-178.28075158439293,-103.6845058235952,32.803254938218736,13.300659421231877,-92.75139279220778
92,7.327620655283075,-38.195543199139564,-44.26014952733188,-53.1518423494596,-63.69909790241197,-132.12655143004028,-196.35778708043077,-124.51970772843974,-58.63968369144479,-4.052148635641428,-152.01921399856712,-86.15073775988495,27.10573454915362,12.129415167341275,-76.14021843934445
93,6.757787008641296,-37.09308807942498,-42.51967647718273,-51.47895815674615,-69.6626446300799,-133.72602201111533,-197.05563182862556,-125.0245353286259,-59.966262377597644,-4.854224697443361,-151.81033057300124,-84.80764199685457,26.53649142053455,12.314050099540406,-75.65862835115811
94,6.035069774084368,-39.16718434383585,-44.20277723262012,-53.42819331677091,-70.00798852726187,-143.01144818761182,-209.07503730127766,-132.75764516565977,-62.499854691733375,-5.6436168646933575,-158.89096773212992,-88.705581014737,26.9596676422467,11.974503484460827,-83.52692773015517
95,5.680864800739351,-39.25333599327474,-43.83410119477808,-52.08628079376987,-72.63169103730412,-144.0839448002188,-209.54900825927172,-132.3576005991704,-61.05457209515182,-5.863413902511946,-161.5099649648828,-92.61488069736073,29.285609143773677,10.626265037792294,-84.22719490878502
96,7.037625193136493,-36.983836350614816,-41.81599552177181,-49.678908566774155,-64.02140293204894,-137.1971453321345,-197.54328937931174,-125.30796793259013,-57.89911678664736,-6.608777489500742,-151.13881639311325,-86.93059037765293,24.52348239901321,9.969899279581654,-77.87103683250518
97,6.53436599016598,-34.90943660114007,-39.94225405921604,-48.55865635810676,-73.71552679922932,-137.958803046539,-198.08912645250837,-125.58533961169123,-56.824921489340994,-6.688080228231461,-151.83593244974787,-86.16603172921003,25.13828467404008,10.940444081619926,-78.5133867673583
98,7.678609086647915,-36.45376300869161,-47.200351277002575,-55.458336781689894,-72.21361861260509,-133.23532209949568,-196.16849857661845,-123.12075539601634,-57.14765872008758,-5.4181246792597815,-154.73048441764135,-88.60747478333869,27.92059609830789,11.382238068388421,-76.91744872235351
99,5.539780040515787,-36.4001299643862,-42.808864430796994,-49.68243588027658,-72.07553197536515,-135.49787482578745,-197.03167689304536,-124.48623555773813,-58.277000707395096,-5.3306675580422995,-153.598897250856,-89.37311529636845,27.189215979296264,10.021125984666845,-76.08547657473565
100,7.652148035543136,-36.748181878726406,-47.000742267423306,-55.91013153107686,-72.57800439607367,-137.26392756148317,-199.00823574653413,-125.90447623339678,-57.31473881399056,-5.424759968831553,-154.19048769114346,-89.98592732827662,29.417137919788313,11.92160869920021,-78.73765944985009
101,5.862378349103094,-37.91017599955107,-42.647981903611544,-51.81105677729694,-70.91967738655084,-138.62599920413152,-203.57929618785792,-129.887763647473,-60.80729158204826,-6.933553337102229,-151.76630607735922,-87.67758536307466,24.739053582666557,10.797761254066389,-79.64564125057966
102,5.334035328263938,-39.62567255619184,-46.615248713721215,-55.64872416078456,-75.06462539013309,-146.09238409927485,-214.25552405203163,-135.98764760121702,-62.988571005710696,-6.0817147612795575,-162.68054547946315,-93.5785455623288,27.884786553862423,10.587323008910548,-82.94570677269742
